Music;Slow songs or fast songs;Dance;Folk;Country;Classical_music;Musical;Pop;Rock;Metal or Hardrock;Punk;Hiphop_Rap;Reggae_Ska;Swing_Jazz;Rock_n_roll;Alternative;Latino;Techno_Trance;Opera;Movies;Horror;Thriller;Comedy;Romantic;Sci-fi;War;Fantasy/Fairy tales;Animated;Documentary;Western;Action;History;Psychology;Politics;Mathematics;Physics;Internet;PC;Economy Management;Biology;Chemistry;Reading;Geography;Foreign languages;Medicine;Law;Cars;Art exhibitions;Religion;Countryside, outdoors;Dancing;Musical instruments;Writing;Passive sport;Active sport;Gardening;Celebrities;Shopping;Science and technology;Theatre;Fun with friends;Adrenaline sports;Pets;Flying;Storm;Darkness;Heights;Spiders;Snakes;Rats;Ageing;Dangerous dogs;Fear of public speaking;Smoking;Alcohol;Healthy eating;Daily events;Prioritising workload;Writing notes;Workaholism;Thinking ahead;Final judgement;Reliability;Keeping promises;Loss of interest;Friends versus money;Funniness;Fake;Criminal damage;Decision making;Elections;Self-criticism;Judgment calls;Hypochondria;Empathy;Eating to survive;Giving;Compassion to animals;Borrowed stuff;Loneliness;Cheating in school;Health;Changing the past;God;Dreams;Charity;Number of friends;Punctuality;Lying;Waiting;New environment;Mood swings;Appearence and gestures;Socializing;Achievements;Responding to a serious letter;Children;Assertiveness;Getting angry;Knowing the right people;Public speaking;Unpopularity;Life struggles;Happiness in life;Energy levels;Small - big dogs;Personality;Finding lost valuables;Getting up;Interests or hobbies;Parents' advice;Questionnaires or polls;Internet usage;Finances;Shopping centres;Branded clothing;Entertainment spending;Spending on looks;Spending on gadgets;Spending on healthy eating;Age;Height;Weight;Number of siblings;Number of children;Gender;Left - right handed;Marital status;Education;Only child;Village - town;House - block of flats
5;4;4;4;3;2;3;3;4;1;2;2;1;2;5;3;3;2;2;3;1;3;4;4;3;1;4;4;3;3;4;2;4;2;2;1;4;3;3;2;1;2;2;2;2;2;4;2;2;5;3;2;1;4;2;4;3;3;1;3;4;1;5;3;5;3;3;1;5;5;3;4;3;I have tried;I only drink when offered;3;2;2;4;2;2;4;4;4;1;3;2;3;2;4;4;4;2;1;5;3;3;3;2;4;4;3;4;3;3;2;3;After time of meeting;Rarely;4;4;3;3;2;1;3;5;2;3;2;4;3;3;3;4;2;3;3;4;2;3;3;Few minutes;3;2;2;2;2;2;3;40;155;65;2;3;female;right-handed;married;College;no;town or village;house
4;5;3;3;2;2;2;5;4;2;2;4;4;2;2;1;3;1;2;5;2;2;5;5;2;5;5;5;5;3;5;3;3;3;4;2;4;3;3;4;2;4;4;5;4;2;2;4;4;5;3;5;1;3;4;5;4;4;2;3;4;2;5;1;2;2;1;4;2;1;2;3;2;I have tried;I only drink when offered;3;2;4;5;4;5;3;5;4;2;5;5;2;1;4;3;4;3;1;3;3;5;5;5;2;4;3;4;5;4;3;3;After time of meeting;Only for the good of others;4;3;2;3;3;4;2;4;4;2;4;3;4;5;4;4;5;4;3;5;3;5;4;Several hours;4;4;5;2;2;2;3;18;165;55;3;0;female;right-handed;single;Primary or secondary school;no;town or village;house
5;3;5;5;5;5;3;5;3;1;1;5;5;5;2;1;4;3;1;5;3;3;5;3;3;3;4;3;5;3;3;3;3;3;3;3;5;5;3;3;3;1;4;3;3;3;5;3;3;4;3;1;1;2;2;3;4;3;4;1;3;5;2;3;1;2;5;2;2;2;4;5;5;I have tried;I only drink when offered;3;5;4;4;4;3;5;5;3;5;3;5;5;5;5;5;5;5;5;5;5;5;3;5;3;5;5;5;5;5;5;3;Just in time;Always when it suits me;3;3;4;4;4;3;3;3;4;3;3;5;3;4;3;3;2;4;1;5;3;2;2;Few minutes;5;2;2;2;2;5;1;46;180;80;4;2;male;right-handed;married;College;no;town or village;house
5;4;4;2;1;4;4;3;2;1;1;4;2;3;2;4;4;5;3;4;1;4;5;1;4;5;3;3;5;4;5;5;2;5;3;4;5;4;2;4;2;4;5;2;2;3;5;4;3;5;2;2;2;5;5;5;4;4;5;3;5;3;5;1;3;1;2;1;2;1;2;4;3;I have tried;I do not drink;3;4;2;2;4;4;1;4;4;2;5;4;3;4;4;5;4;4;1;4;1;4;4;5;3;5;4;4;2;3;2;3;Just in time;Rarely;3;3;4;4;3;3;3;3;4;3;4;5;4;4;4;4;2;3;5;3;4;4;3;Several hours;4;4;4;5;4;4;5;23;179;77;1;0;male;right-handed;single;College;yes;town or village;house
4;3;3;1;2;3;4;4;4;1;1;3;2;2;3;1;3;2;2;5;4;4;5;3;4;4;4;5;4;2;4;2;2;2;1;1;4;4;3;1;1;1;1;3;1;1;2;1;1;2;1;1;1;3;5;1;2;2;3;1;5;1;1;1;1;1;2;2;1;1;1;2;2;I have tried;I only drink when offered;3;2;2;1;1;3;1;1;2;2;5;4;1;1;2;4;1;3;1;4;3;2;1;5;1;5;3;3;3;3;2;5;Just in time;Rarely;3;3;2;3;2;2;3;3;3;3;3;4;2;1;4;3;3;4;2;3;4;3;3;Several hours;3;3;4;3;2;2;4;22;189;94;1;0;male;left-handed;single;College;no;city;block of flats
5;3;3;1;3;5;4;5;3;1;1;5;2;4;5;3;5;1;1;5;1;3;5;5;3;4;5;5;3;1;5;5;4;1;1;1;5;3;1;5;1;5;3;3;1;1;3;1;3;5;3;1;1;4;1;3;3;5;1;1;5;4;5;3;3;5;5;3;5;5;1;5;3;I have tried;I only drink when offered;4;1;1;1;3;3;5;3;3;5;3;3;1;3;3;1;1;3;1;3;1;3;1;5;3;5;5;3;4;3;1;3;Before time of meeting;Always when it suits me;3;3;3;3;3;1;2;3;3;5;3;5;5;5;3;3;1;3;3;3;3;3;3;Most of the day;3;5;2;1;3;1;4;21;167;67;0;0;female;right-handed;single;College;yes;town or village;block of flats
5;4;5;5;2;2;5;4;3;1;1;3;2;2;4;1;5;2;2;5;3;3;5;5;4;4;4;3;3;1;3;2;2;1;2;1;4;3;2;4;4;5;1;3;5;2;2;2;2;5;5;4;1;4;4;1;1;3;2;5;5;3;2;3;4;4;3;4;4;4;4;5;3;I have not even tried;I do not drink;3;3;2;3;3;3;4;3;4;5;5;4;2;2;3;2;2;4;1;5;1;3;3;5;2;4;5;3;4;4;2;5;Before time of meeting;Rarely;3;5;3;4;5;3;3;5;4;2;4;3;3;4;4;5;1;3;3;3;4;3;3;Several hours;3;2;2;4;4;3;4;23;158;64;3;0;female;right-handed;single;University (Masters);no;city;block of flats
5;3;5;2;2;2;2;3;3;3;3;4;4;4;4;3;3;2;2;5;4;3;5;4;3;2;3;4;4;2;2;3;4;2;1;1;4;3;3;3;4;3;4;5;2;3;2;2;1;4;5;4;3;3;2;1;4;4;3;4;5;4;5;1;2;2;2;5;2;1;1;1;3;I have tried;I only drink when offered;4;3;3;5;4;4;5;4;3;4;4;4;3;5;5;4;4;4;1;3;3;3;5;5;4;5;4;4;3;4;3;2;After time of meeting;Rarely;3;4;5;3;3;2;2;4;3;4;4;4;4;3;4;3;3;3;3;4;2;3;3;Several hours;2;4;4;4;4;4;4;17;174;56;1;0;female;right-handed;single;primary school (still in education);no;city;block of flats
5;3;4;1;1;1;2;4;2;1;1;4;2;1;2;1;2;3;1;5;5;5;5;2;5;4;2;5;3;3;5;3;3;1;4;4;5;5;1;2;1;1;2;2;2;1;4;4;1;4;3;1;1;3;5;1;2;3;1;1;4;4;5;2;1;1;2;2;2;4;4;3;3;I have tried;I only drink when offered;3;3;2;4;2;2;3;4;4;2;2;3;5;5;3;2;4;5;2;4;2;2;5;5;4;3;4;4;3;2;1;3;Just in time;Only for the good of others;3;3;4;3;4;3;3;5;4;2;3;4;3;2;4;4;5;4;2;5;3;2;3;Several hours;3;4;3;3;3;4;4;20;188;79;1;0;male;left-handed;single;College;no;city;house
5;4;4;2;2;3;2;3;3;2;2;4;3;3;3;3;4;4;3;5;3;4;5;3;3;4;3;3;4;5;5;5;3;5;1;1;5;4;5;1;1;2;5;5;1;4;4;1;2;5;1;1;1;5;3;1;1;3;2;3;4;2;2;1;1;1;2;1;3;1;2;3;2;I have tried;I only drink when offered;4;2;4;5;4;5;3;4;4;5;3;4;2;2;3;5;5;5;2;3;2;3;3;3;2;2;3;3;5;3;1;5;Just in time;Always when it suits me;4;4;4;3;5;3;4;2;2;4;4;2;1;1;4;4;3;3;3;5;4;3;3;Several hours;5;4;4;3;3;3;4;22;171;81;1;0;male;right-handed;single;College;no;city;house
4;3;3;2;1;3;1;5;4;1;1;1;1;1;2;1;2;1;1;5;1;2;5;2;4;5;3;3;5;1;5;3;2;4;4;2;5;5;1;1;1;3;3;3;1;1;3;1;1;2;1;1;1;2;1;1;1;1;5;1;4;1;1;3;1;2;3;4;4;4;2;4;3;I have tried;I only drink when offered;2;5;2;4;4;4;1;5;5;2;4;5;1;1;3;5;5;5;1;2;1;1;3;5;5;2;4;3;4;3;2;1;Before time of meeting;Rarely;3;3;2;4;3;2;3;4;4;4;5;4;5;1;4;3;2;3;3;5;4;4;5;Several hours;4;2;4;3;1;4;5;21;193;75;0;0;male;right-handed;single;College;yes;city;block of flats
5;3;3;2;2;3;2;3;5;5;2;1;3;4;5;2;4;1;4;5;4;4;5;2;3;3;5;5;4;5;4;3;2;3;1;1;4;1;2;1;1;5;4;5;4;4;2;1;4;5;3;1;1;4;1;1;2;3;5;3;5;2;5;1;1;3;3;2;3;4;1;2;2;I used to, but I do not anymore;I only drink when offered;3;5;1;5;3;4;3;5;3;2;5;5;2;1;5;5;3;3;1;5;3;3;5;5;3;3;2;2;4;3;3;2;Before time of meeting;Only for the good of others;4;5;3;4;4;4;4;5;5;5;4;2;4;3;4;4;1;3;3;3;2;4;3;Several hours;5;2;1;3;2;2;4;22;165;52;0;0;female;left-handed;single;University (Bachelor);yes;town or village;block of flats
4;3;4;3;2;3;2;5;3;2;1;3;2;2;2;2;4;3;2;4;3;4;4;4;2;4;2;2;4;2;4;4;2;4;3;2;4;2;4;3;2;1;5;2;3;3;5;2;3;4;2;1;1;5;4;2;3;3;4;2;3;2;4;2;2;2;3;4;5;5;3;3;2;I have tried;I drink way too much;2;3;2;2;2;4;3;5;5;2;4;4;2;2;4;4;4;5;1;5;4;2;4;4;3;2;3;3;4;3;3;3;Just in time;Rarely;2;3;3;4;4;2;3;4;3;2;3;2;3;2;3;4;4;4;3;2;4;3;4;Several hours;4;3;4;2;4;2;3;24;178;80;2;0;male;right-handed;single;College;no;town or village;house
5;3;3;2;2;2;2;3;5;3;4;3;4;2;3;3;2;4;1;5;1;2;4;4;2;3;3;4;2;1;2;1;2;1;3;1;3;2;3;3;3;4;3;5;3;1;1;3;1;3;1;3;1;3;3;1;1;3;2;3;4;2;1;3;2;4;3;4;4;4;3;5;4;I have tried;I only drink when offered;3;3;1;4;3;2;4;4;4;2;5;4;1;2;4;2;4;5;1;5;2;4;3;5;4;5;4;5;3;3;3;3;Just in time;Only for the good of others;3;4;3;3;5;3;3;4;4;3;4;5;3;4;2;3;1;3;2;3;3;4;2;Several hours;3;4;2;3;4;2;4;19;174;70;1;0;female;right-handed;single;College;no;town or village;house
5;3;2;2;2;4;2;2;5;3;3;2;1;4;4;3;1;1;4;5;4;3;4;5;3;3;3;3;4;3;3;5;5;5;5;5;4;5;4;5;5;5;5;5;5;3;3;5;3;5;5;4;4;5;5;3;2;5;4;4;5;5;5;5;2;2;2;5;5;5;3;5;3;I have not even tried;I do not drink;3;4;4;4;5;5;5;5;4;5;5;5;2;1;5;5;5;5;2;5;5;5;5;5;3;1;5;2;3;4;3;4;Just in time;Rarely;3;4;3;4;4;3;2;5;3;3;5;5;5;5;4;4;4;3;5;5;5;3;4;Several hours;3;5;5;4;5;5;5;18;159;52;1;0;female;left-handed;single;College;no;city;block of flats
5;3;4;1;1;1;3;5;3;1;2;4;2;1;2;2;2;1;1;5;1;2;5;5;2;1;5;5;4;1;3;1;5;1;1;1;5;2;3;1;1;1;1;4;3;1;1;3;1;5;1;1;2;4;1;2;1;5;4;4;5;3;3;1;4;5;3;4;5;5;4;3;2;I have not even tried;I do not drink;3;2;3;5;5;1;1;5;5;1;3;3;3;3;2;4;5;5;4;3;3;4;5;5;3;3;4;2;4;4;5;5;After time of meeting;Only for the good of others;2;3;5;5;4;4;1;2;2;4;4;5;4;5;3;4;1;4;5;5;5;3;3;Most of the day;3;2;3;4;4;4;5;24;173;61;1;0;female;right-handed;single;University (Bachelor);yes;city;house
5;3;5;2;2;3;2;2;2;2;1;5;2;3;2;3;2;4;1;5;2;2;5;2;4;1;5;5;5;3;3;1;3;3;5;3;5;5;4;1;1;1;1;3;1;4;4;2;1;5;4;4;1;5;5;1;1;2;4;1;5;5;4;1;1;1;1;1;1;1;1;2;1;I used to, but I do not anymore;I only drink when offered;4;3;2;5;4;5;5;5;4;3;5;4;1;1;4;5;5;5;1;4;4;4;4;5;1;2;1;1;5;5;1;3;Just in time;Only for the good of others;3;4;2;3;3;4;4;3;2;1;5;1;3;4;5;3;3;4;5;3;4;3;3;Several hours;4;2;2;4;1;1;5;22;176;74;3;0;male;right-handed;single;College;no;city;block of flats
5;2;2;1;1;3;3;4;5;4;4;2;1;3;3;5;2;1;2;2;1;2;5;4;5;5;2;1;4;3;3;2;2;4;3;3;5;2;5;2;2;2;1;4;2;3;1;3;1;5;3;5;3;5;1;2;1;2;1;2;5;1;2;1;1;3;3;1;1;1;5;4;5;I used to, but I do not anymore;I only drink when offered;4;3;1;2;1;5;3;2;5;1;2;4;2;2;5;5;5;4;4;5;5;4;2;4;5;3;5;4;4;3;1;2;Before time of meeting;Rarely;1;5;3;5;5;4;5;3;5;1;5;5;3;2;4;4;3;3;3;5;4;3;2;Several hours;4;3;5;3;3;1;2;20;181;65;1;0;male;right-handed;single;College;no;town or village;house
5;3;2;2;1;3;1;4;5;3;4;3;5;4;3;3;2;1;2;5;4;2;5;5;2;1;5;5;4;2;2;5;4;2;2;1;3;2;2;2;1;4;4;5;3;2;1;4;2;5;2;1;4;3;2;1;4;3;2;3;5;3;1;3;3;5;4;2;5;5;5;5;5;I have tried;I only drink when offered;3;4;1;4;3;5;3;3;4;1;4;3;4;3;5;2;5;5;2;4;1;4;5;4;5;5;3;3;5;3;2;3;After time of meeting;Only for the good of others;1;1;5;4;4;4;5;5;3;3;4;5;5;5;3;2;5;3;4;5;3;4;3;Few minutes;5;2;4;4;2;1;5;20;166;55;1;0;female;right-handed;single;University (Bachelor);no;city;block of flats
5;4;3;1;1;2;3;3;1;1;1;2;1;1;1;1;1;2;1;3;4;4;4;3;2;3;3;4;2;1;3;4;4;1;2;2;4;2;3;2;1;4;3;3;3;2;3;3;1;3;2;1;4;4;2;2;3;4;2;3;4;2;4;1;2;2;3;2;2;3;4;3;3;I do smoke;I drink way too much;3;3;3;2;4;2;3;4;4;5;2;3;3;4;4;2;3;4;2;4;2;2;2;4;2;5;3;3;1;4;1;3;Just in time;Only for the good of others;2;4;5;4;4;4;1;3;3;1;4;4;1;3;4;3;1;3;1;5;3;3;4;Several hours;2;4;3;4;4;3;4;19;165;70;1;0;female;right-handed;single;College;yes;city;block of flats
5;4;3;2;2;1;3;4;4;1;1;3;4;1;3;1;1;2;2;4;2;3;5;3;3;4;3;3;2;1;3;3;2;1;4;2;4;3;4;2;1;3;1;4;3;1;3;2;4;4;2;1;1;3;1;1;2;4;3;4;5;2;5;1;3;3;3;4;5;3;1;4;5;I used to, but I do not anymore;I drink way too much;3;1;3;1;1;2;3;5;4;2;5;3;1;4;1;5;2;2;2;3;1;5;5;3;2;5;3;2;5;3;2;4;After time of meeting;Rarely;3;4;5;3;5;3;4;5;2;4;1;5;4;2;4;3;2;3;1;4;4;2;3;Several hours;4;4;4;3;3;1;3;21;162;52;1;0;female;right-handed;single;College;no;city;house
5;3;3;3;2;4;3;3;3;4;5;3;4;3;3;4;3;2;2;4;4;4;4;3;5;3;5;5;3;3;4;4;3;2;3;3;3;3;1;2;2;4;4;2;2;1;1;4;3;4;3;3;3;4;4;4;1;2;3;4;5;4;1;2;2;2;2;2;2;2;2;2;2;I have not even tried;I do not drink;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;Just in time;Never;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;No time at all;3;3;3;3;3;3;3;25;191;77;1;0;male;right-handed;divorced;University (Masters);no;city;house
5;2;3;4;4;3;4;1;2;1;1;1;2;3;4;3;5;1;3;5;1;2;5;5;1;3;5;4;4;4;4;3;2;2;1;1;5;2;3;4;2;4;5;4;5;1;3;2;3;5;5;1;2;4;4;4;3;4;4;3;4;2;2;1;3;5;4;2;5;5;4;4;2;I have not even tried;I do not drink;3;3;5;3;5;3;4;4;4;2;3;2;3;2;3;5;4;5;2;4;2;5;4;4;2;5;5;4;5;3;1;3;Before time of meeting;Rarely;3;3;4;5;3;4;4;5;2;3;4;3;3;4;4;3;2;4;4;2;4;4;4;Several hours;4;4;2;3;3;2;4;28;168;55;1;0;female;right-handed;married;University (Masters);no;town or village;house
5;3;1;2;1;3;1;2;5;5;5;5;5;3;5;5;3;4;4;5;2;3;5;3;2;4;2;3;4;3;2;4;4;4;1;1;5;4;1;2;1;3;3;4;1;2;2;5;1;5;2;2;1;4;3;2;1;3;4;5;5;5;5;1;1;1;2;3;1;1;3;4;4;I do smoke;I only drink when offered;4;4;3;5;3;4;2;4;3;3;5;5;2;5;4;5;4;5;1;5;1;1;5;4;3;5;3;2;2;3;1;3;Before time of meeting;Rarely;3;5;3;3;4;3;4;5;5;3;1;4;3;2;4;4;4;3;1;3;3;3;2;Several hours;3;2;3;3;2;2;5;20;173;50;1;0;female;left-handed;single;College;no;city;block of flats
5;3;2;1;2;2;2;2;5;3;2;1;1;1;4;5;1;1;1;4;5;3;5;4;5;2;3;4;4;2;2;3;4;3;1;1;3;3;1;1;1;4;3;5;1;1;1;5;1;5;1;3;4;5;3;1;1;1;3;4;5;5;5;1;1;2;1;2;1;1;2;1;3;I used to, but I do not anymore;I only drink when offered;3;3;3;1;2;4;5;4;4;1;5;5;1;2;3;5;5;4;1;4;1;4;5;3;5;5;4;5;2;3;3;5;After time of meeting;Rarely;5;3;5;3;5;2;2;5;1;2;2;3;5;4;2;2;5;3;5;5;5;3;3;Several hours;2;1;1;5;3;4;5;20;164;60;2;0;female;right-handed;single;College;no;city;block of flats
5;3;2;1;1;5;3;1;2;1;3;5;4;4;1;2;2;1;2;3;2;2;5;2;2;2;2;2;5;2;2;5;4;4;2;2;5;4;2;2;1;2;2;3;2;2;2;3;5;5;2;3;1;5;3;4;1;1;3;3;5;4;4;1;1;2;2;2;2;1;1;1;4;I used to, but I do not anymore;I only drink when offered;4;3;3;3;2;3;5;5;4;3;4;5;1;1;3;5;3;3;1;3;2;2;5;4;2;5;1;3;5;4;3;3;Before time of meeting;Rarely;3;3;2;2;4;3;2;3;3;1;1;5;2;2;4;3;3;4;3;2;3;3;2;Several hours;4;1;3;2;1;3;5;23;172;77;1;0;male;right-handed;single;College;no;city;block of flats
5;3;1;2;3;4;2;2;5;5;1;2;2;4;5;5;4;1;2;4;4;4;2;2;5;3;4;3;5;1;2;2;5;2;4;4;3;5;1;5;3;4;3;4;3;1;1;4;4;5;1;5;4;3;3;1;1;2;5;4;3;1;2;1;3;3;4;2;1;1;4;1;2;I have tried;I drink way too much;3;2;3;2;5;2;1;4;4;3;3;2;2;4;3;4;3;4;2;4;2;3;5;3;4;1;3;2;1;3;2;3;Before time of meeting;Rarely;3;4;3;4;3;2;3;4;3;3;4;3;3;2;4;4;3;3;3;3;5;2;3;Several hours;3;2;4;3;3;5;2;27;186;82;1;0;male;left-handed;single;University (Doctorate);yes;city;house
4;3;4;2;3;3;4;3;3;3;4;4;3;3;3;4;4;4;2;4;4;4;4;3;4;5;4;4;2;2;4;4;4;2;2;2;4;3;2;4;2;2;4;4;2;2;4;4;2;4;2;2;2;4;4;2;2;4;3;2;4;3;3;4;2;2;2;2;2;2;2;2;4;I have tried;I only drink when offered;2;2;2;2;2;2;3;4;2;3;3;3;2;2;3;1;3;3;3;2;3;3;2;2;3;4;3;4;3;3;3;4;Just in time;Rarely;2;3;4;4;2;3;4;4;4;2;4;4;3;3;4;4;4;4;3;2;4;3;3;Several hours;4;4;4;4;3;3;2;21;180;77;1;0;male;right-handed;single;University (Bachelor);yes;town or village;house
5;3;3;2;2;2;3;3;3;3;1;2;3;3;2;2;5;2;2;3;3;4;3;2;2;4;3;3;4;3;3;3;4;3;2;2;3;3;3;2;2;4;3;4;2;3;3;2;2;4;4;1;1;2;3;2;2;3;3;2;4;3;4;1;1;1;1;1;1;1;1;1;2;I do smoke;I only drink when offered;3;3;3;3;2;3;1;4;4;3;4;1;2;3;3;3;2;4;1;4;2;3;3;3;3;5;1;1;1;3;1;3;After time of meeting;Rarely;2;4;3;3;3;3;3;3;3;1;4;4;3;3;3;4;4;3;1;3;3;3;3;Several hours;3;3;3;3;3;3;3;23;170;60;1;0;female;right-handed;single;College;no;city;block of flats
5;3;3;3;3;2;3;3;3;1;1;4;4;4;4;4;4;4;3;4;2;2;5;5;4;3;3;2;4;2;4;3;4;3;3;3;4;4;3;3;3;2;3;4;3;3;4;4;2;5;5;4;1;2;4;2;4;4;3;4;5;2;5;2;2;5;5;2;3;5;5;4;3;I have tried;I only drink when offered;5;5;5;5;5;4;2;4;4;2;5;4;1;1;4;5;3;3;1;5;5;5;5;5;3;5;5;2;4;4;3;3;Just in time;Rarely;1;3;4;4;5;2;5;5;5;4;5;5;4;4;4;4;1;3;3;3;4;4;4;Several hours;3;4;3;2;4;1;5;22;165;57;2;0;female;right-handed;single;University (Bachelor);no;city;block of flats
3;1;2;4;2;5;5;4;4;2;2;1;1;3;2;3;3;1;5;4;5;5;4;4;2;4;3;2;4;2;1;3;2;3;1;1;4;2;2;2;2;3;1;4;3;3;3;4;1;4;2;1;1;4;4;1;3;4;3;5;4;1;5;1;3;2;1;5;5;3;5;5;4;I used to, but I do not anymore;I only drink when offered;3;3;4;4;2;5;1;4;3;4;3;2;3;2;5;1;4;5;2;4;3;3;5;4;3;5;5;4;3;3;1;2;Just in time;Always when it suits me;3;2;4;4;2;3;3;3;3;4;3;5;4;4;3;2;3;3;2;4;3;3;2;Several hours;4;4;4;1;2;4;2;28;166;60;1;0;female;right-handed;single;University (Masters);no;city;block of flats
5;3;1;5;4;5;3;2;3;5;1;1;1;5;4;1;3;1;3;3;4;3;4;1;2;5;5;2;5;4;4;5;4;3;3;3;3;3;3;4;3;2;4;3;4;3;3;3;3;4;3;5;1;3;1;1;1;1;3;4;4;1;5;1;1;1;1;1;1;1;1;1;1;I do smoke;I only drink when offered;3;4;5;4;1;5;5;5;5;1;5;3;3;1;1;5;5;5;1;4;2;3;1;5;1;2;1;1;5;4;1;5;Before time of meeting;Rarely;5;5;2;4;3;1;2;3;5;1;5;1;5;1;5;4;4;4;5;3;5;3;3;Few minutes;3;1;3;3;3;3;4;32;187;80;1;0;male;right-handed;married;College;no;town or village;house
4;3;2;2;1;3;4;5;4;2;1;3;2;4;4;3;4;1;4;4;3;3;4;4;1;2;3;3;3;2;1;3;5;2;1;1;5;3;1;2;2;5;2;4;2;2;1;3;1;3;1;1;2;4;2;3;4;3;2;3;4;1;5;3;1;1;3;4;3;1;3;3;2;I have tried;I only drink when offered;4;4;4;5;3;5;5;4;4;2;5;2;3;1;5;2;4;3;2;3;4;3;5;4;4;4;4;3;3;4;1;2;After time of meeting;Rarely;3;2;4;4;3;4;3;4;4;4;4;4;3;3;3;2;4;2;3;5;2;3;3;Few minutes;4;2;2;3;3;1;4;22;170;52;2;3;female;right-handed;single;College;no;city;block of flats
5;4;3;3;1;3;1;3;5;3;3;4;1;1;3;1;3;1;1;4;1;4;4;3;1;5;2;5;5;1;2;1;2;4;3;3;4;5;5;2;2;3;3;3;1;3;3;1;1;4;1;1;1;5;5;1;1;2;4;3;5;4;3;1;1;1;2;1;3;3;3;2;3;I have tried;I only drink when offered;2;2;3;1;1;3;1;4;4;3;3;2;2;1;1;5;3;5;1;3;1;1;1;5;2;5;3;4;1;4;1;3;Before time of meeting;Rarely;3;4;4;4;2;3;3;4;4;3;5;4;5;2;4;5;5;3;3;2;4;4;3;Few minutes;3;3;2;2;4;3;4;18;173;67;1;0;male;right-handed;single;University (Bachelor);no;city;block of flats
5;3;3;3;3;3;5;5;4;2;1;2;2;2;3;1;3;3;2;5;2;3;5;5;2;5;5;5;1;1;3;3;3;2;2;2;5;3;2;2;2;5;2;1;2;2;2;3;2;4;5;2;3;3;1;3;4;5;2;5;5;2;2;4;5;3;2;4;3;3;2;5;4;I have not even tried;I only drink when offered;3;3;3;2;2;2;2;4;4;4;4;4;2;3;3;5;3;4;2;4;3;5;3;4;3;4;5;3;3;3;1;4;Just in time;Rarely;3;2;4;4;2;4;4;5;4;5;4;5;3;5;3;4;1;3;3;5;3;4;3;Most of the day;3;5;3;3;3;3;2;25;165;75;1;0;female;right-handed;married;College;no;city;house
5;4;2;2;1;2;2;1;2;2;1;2;1;2;1;5;2;2;2;5;1;2;2;3;1;2;3;4;5;1;3;3;1;1;1;1;5;1;1;1;1;1;3;4;1;5;2;3;1;4;1;1;1;5;5;2;4;3;3;5;5;2;3;1;2;2;2;3;3;4;3;3;3;I do smoke;I drink way too much;4;2;1;2;1;2;3;3;3;4;4;2;2;5;2;1;2;4;2;4;1;2;1;2;2;3;3;4;4;3;2;3;Before time of meeting;Always when it suits me;3;3;5;3;3;3;4;4;1;2;4;2;3;3;3;2;2;4;4;2;3;3;1;Several hours;3;4;2;2;4;2;4;20;180;55;2;0;female;right-handed;single;University (Bachelor);no;city;house
3;1;1;4;3;3;4;4;4;4;1;4;3;3;3;4;4;2;1;4;3;3;4;3;1;1;1;1;4;3;4;3;3;3;3;3;2;2;3;4;4;3;3;4;4;4;3;3;3;3;4;4;3;3;4;3;3;3;2;2;3;4;4;2;3;3;3;3;3;3;3;3;3;I have tried;I do not drink;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;2;4;3;3;3;4;4;4;3;3;3;3;Before time of meeting;Never;2;3;3;3;3;3;4;4;4;4;3;3;3;4;3;4;4;4;2;3;3;4;2;Several hours;3;3;4;4;4;3;3;42;170;70;2;2;female;left-handed;married;University (Bachelor);no;town or village;house
5;3;2;3;3;3;1;5;4;3;3;1;3;4;4;3;3;3;1;5;4;5;3;5;1;4;4;3;3;5;5;2;4;5;3;4;5;4;3;3;3;2;3;3;4;5;2;1;5;5;4;2;1;4;5;2;5;4;3;2;4;5;4;5;2;2;3;1;1;1;5;4;2;I do smoke;I do not drink;4;5;5;3;5;5;1;5;3;3;5;5;4;3;3;5;3;3;4;5;5;2;3;3;5;5;5;5;5;5;2;5;Just in time;Only for the good of others;1;3;4;5;4;5;4;5;4;5;4;5;2;2;4;4;2;3;2;5;5;4;5;Several hours;4;5;3;4;3;2;5;55;170;74;2;2;male;right-handed;married;College;no;town or village;house
3;3;3;2;5;3;4;2;3;2;2;2;3;5;3;3;5;2;2;3;2;3;5;5;3;4;4;3;4;4;4;3;3;3;3;3;3;2;3;3;3;2;2;3;2;2;4;3;3;3;4;3;3;3;2;3;3;5;3;3;3;2;2;3;3;3;3;3;5;3;2;2;3;I do smoke;I only drink when offered;2;3;4;3;3;3;3;3;5;5;5;3;2;3;3;3;3;2;3;5;3;5;3;3;3;3;3;2;3;3;3;5;Just in time;Only for the good of others;3;3;3;3;3;3;3;3;3;3;3;5;3;3;3;4;2;3;3;3;3;3;3;Few minutes;3;5;3;3;3;3;5;38;172;72;6;2;female;right-handed;divorced;College;no;town or village;house
